GlobalId,IfcClass,Name,Tag
1EoKTsrRj7Zg$T7J4aJL$$,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:614730,614730
1EoKTsrRj7Zg$T7J4aJL$d,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:614738,614738
1EoKTsrRj7Zg$T7J4aJL$h,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:614750,614750
3TWPOACIT7mxsD2PPlUy8T,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:618808,618808
3TWPOACIT7mxsD2PPlUy9a,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:618817,618817
3TWPOACIT7mxsD2PPlUy9i,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:618825,618825
3TWPOACIT7mxsD2PPlUy9q,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:618833,618833
3TWPOACIT7mxsD2PPlUy9y,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:618841,618841
3CSAfi4Zn09exUD_brFZAQ,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:619378,619378
3CSAfi4Zn09exUD_brFZAJ,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:619387,619387
3CSAfi4Zn09exUD_brFZ9h,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:619395,619395
3CSAfi4Zn09exUD_brFZ9Z,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:619403,619403
3CSAfi4Zn09exUD_brFZ8c,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:619470,619470
055y9VW_9CCQ1HSDb$ztyM,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:629385,629385
055y9VW_9CCQ1HSDb$ztyD,IfcFlowTerminal,M_Return Register:RR-600 x 600 Face 300 x 300 Connection:RR-600 x 600 Face 300 x 300 Connection:629394,629394
