ElementGlobalId,IfcClass,ElementName,PropertySet,PropertyName,DataType
28xeChsZH65xL8RpHsRPHV,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:645750,Mechanical,System Abbreviation,str
1nJ$eNo3P3bPkcbJTdXIyP,IfcFlowSegment,Round Duct:Taps:586478,Mechanical,System Abbreviation,str
2jgIc0Qiv6mgnxn7VATTqK,IfcFlowSegment,Round Duct:Taps:609403,Mechanical,System Abbreviation,str
3Pit05g8D5sh3Tul5sFe6E,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:734106,Mechanical,System Abbreviation,str
1o9xg7659EAwIy114fX_iC,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:597203,Mechanical,System Abbreviation,str
1i8VmiVhTBJfZn39qjfOxz,IfcFlowSegment,Round Duct:Taps:613746,Mechanical,System Abbreviation,str
0MHK9TBrLF1fYBwR70GZbe,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:582612,Mechanical,System Abbreviation,str
2W0XEqd_PDsPFiSACxmBFs,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:602220,Mechanical,System Abbreviation,str
0uBb5eWpXENhgCHv_vTMQ8,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:609796,Mechanical,System Abbreviation,str
3CSAfi4Zn09exUD_brFZTb,IfcFlowSegment,Round Duct:Taps:620173,Mechanical,System Abbreviation,str
28YHm_uEPF$w9_7O_8K22O,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:722978,Mechanical,System Abbreviation,str
0mjxEKeMH9bgLgZuVgSNpW,IfcFlowSegment,Rectangular Duct:Radius Elbows / Tees:628314,Mechanical,System Abbreviation,str
0KW0HXo21AexnuTlk1fk0A,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:643438,Mechanical,System Abbreviation,str
0JI0reCsL3Cu2Zx6jg01ZV,IfcFlowSegment,Round Duct:Taps:595925,Mechanical,System Abbreviation,str
1nnMo_AKzCgPoNKZdxVLz_,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:721069,Mechanical,System Abbreviation,str
3R7vfnWVP1sAO5n1HY8oN5,IfcFlowSegment,Round Duct:Taps:607596,Mechanical,System Abbreviation,str
1nJ$eNo3P3bPkcbJTdXIwO,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:586607,Mechanical,System Abbreviation,str
1VueUwnQjBMhnvJE48l1N0,IfcFlowSegment,Round Duct:Taps:631165,Mechanical,System Abbreviation,str
055y9VW_9CCQ1HSDb$zt_1,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:629278,Mechanical,System Abbreviation,str
28xeChsZH65xL8RpHsRPLy,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:645973,Mechanical,System Abbreviation,str
3AmG2Hn4HB1OeFV1EZv79Q,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:645468,Mechanical,System Abbreviation,str
3R7vfnWVP1sAO5n1HY8oJ0,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:607337,Mechanical,System Abbreviation,str
055y9VW_9CCQ1HSDb$ztw4,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:629531,Mechanical,System Abbreviation,str
055y9VW_9CCQ1HSDb$zt$d,IfcFlowSegment,Rectangular Duct:Radius Elbows / Tees:629368,Mechanical,System Abbreviation,str
1LjmpuUJ9En9lEdvTLiR5s,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:618008,Mechanical,System Abbreviation,str
1nnMo_AKzCgPoNKZdxVA19,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:720794,Mechanical,System Abbreviation,str
2Y3VevX_X0qh8KQkL229Nm,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:612682,Mechanical,System Abbreviation,str
0uBb5eWpXENhgCHv_vTMQ7,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:609803,Mechanical,System Abbreviation,str
1GkzlmPcH0QOU$zSigxFJg,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:611200,Mechanical,System Abbreviation,str
35XeZ$id57SwwoNzWGXqvf,IfcFlowSegment,Round Duct:Taps:637297,Mechanical,System Abbreviation,str
15uZAUeUv0ShrxXNlJxaD$,IfcFlowSegment,Round Duct:Taps:639192,Mechanical,System Abbreviation,str
0MHK9TBrLF1fYBwR70GZ_l,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:582931,Mechanical,System Abbreviation,str
1i8VmiVhTBJfZn39qjfOXp,IfcFlowSegment,Round Duct:Taps:613372,Mechanical,System Abbreviation,str
28X4$1gVDBGfu7a2bfE8nF,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:617002,Mechanical,System Abbreviation,str
22RbTV7nbE9eGIvmLVVz8s,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:589858,Mechanical,System Abbreviation,str
2z5qu57LTEJxG43DMN4asS,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:605226,Mechanical,System Abbreviation,str
0hZd6ulczCueM2BbNb0M4e,IfcFlowSegment,Round Duct:Taps:640552,Mechanical,System Abbreviation,str
3CSAfi4Zn09exUD_brFZLD,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:619685,Mechanical,System Abbreviation,str
1dCXlR8ejAR8SMGy_A9naC,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:591379,Mechanical,System Abbreviation,str
2dvOhhm4X0cB3xrC6gdXNf,IfcFlowSegment,Round Duct:Taps:638056,Mechanical,System Abbreviation,str
1LjmpuUJ9En9lEdvTLiQzb,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:618507,Mechanical,System Abbreviation,str
2eGk8b7S9EYgiKcuDXjV4q,IfcFlowSegment,Round Duct:Taps:594573,Mechanical,System Abbreviation,str
0mjxEKeMH9bgLgZuVgSNpk,IfcFlowSegment,Rectangular Duct:Radius Elbows / Tees:628308,Mechanical,System Abbreviation,str
1g9OLuC_bCgfhiDAcxypDU,IfcFlowSegment,Round Duct:Taps / Short Radius:588514,Mechanical,System Abbreviation,str
3qZnpD2c15qvsmjTSS$FpV,IfcFlowSegment,Round Duct:Taps:590606,Mechanical,System Abbreviation,str
1i8VmiVhTBJfZn39qjfO_S,IfcFlowSegment,Round Duct:Taps:613395,Mechanical,System Abbreviation,str
3N0jYBzwL4wx$15TeRgFvv,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:618979,Mechanical,System Abbreviation,str
3qZnpD2c15qvsmjTSS$Fs8,IfcFlowSegment,Round Duct:Taps:590425,Mechanical,System Abbreviation,str
15uZAUeUv0ShrxXNlJxaEu,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:639007,Mechanical,System Abbreviation,str
3N0jYBzwL4wx$15TeRgFsd,IfcFlowSegment,Round Duct:Taps:619069,Mechanical,System Abbreviation,str
3KfLR2xmTAA97Sm$xS1aY$,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:605945,Mechanical,System Abbreviation,str
3FD25pQh93iwhuv3DUYig3,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:589000,Mechanical,System Abbreviation,str
3Ek3SinRTCiRRT510INx_r,IfcFlowSegment,Round Duct:Taps / Short Radius:588808,Mechanical,System Abbreviation,str
2eGk8b7S9EYgiKcuDXjV6c,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:594463,Mechanical,System Abbreviation,str
0Y7ffgm51ChP1MHnHpBZC6,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:606842,Mechanical,System Abbreviation,str
1xQxjqdub1F9Zkcf7hNajk,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:587187,Mechanical,System Abbreviation,str
3KfLR2xmTAA97Sm$xS1ZTS,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:606490,Mechanical,System Abbreviation,str
3FD25pQh93iwhuv3DUYiiO,IfcFlowSegment,Round Duct:Taps / Short Radius:589139,Mechanical,System Abbreviation,str
1LjmpuUJ9En9lEdvTLiQ$c,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:618632,Mechanical,System Abbreviation,str
2XNdKJ1v5Blv3TumHCF6tr,IfcFlowSegment,Round Duct:Taps:632137,Mechanical,System Abbreviation,str
2XNdKJ1v5Blv3TumHCF6tz,IfcFlowSegment,Round Duct:Taps:632129,Mechanical,System Abbreviation,str
2XNdKJ1v5Blv3TumHCF6th,IfcFlowSegment,Round Duct:Taps:632151,Mechanical,System Abbreviation,str
2XNdKJ1v5Blv3TumHCF6nc,IfcFlowSegment,Round Duct:Taps:632026,Mechanical,System Abbreviation,str
327Nxi0Ef7nOVNqV7vBRWj,IfcFlowSegment,Round Duct:Taps:621787,Mechanical,System Abbreviation,str
1VueUwnQjBMhnvJE48l1Nf,IfcFlowSegment,Round Duct:Taps:631124,Mechanical,System Abbreviation,str
1VueUwnQjBMhnvJE48l1N8,IfcFlowSegment,Round Duct:Taps:631157,Mechanical,System Abbreviation,str
2XNdKJ1v5Blv3TumHCF6qz,IfcFlowSegment,Round Duct:Taps:632193,Mechanical,System Abbreviation,str
1VueUwnQjBMhnvJE48l1M8,IfcFlowSegment,Round Duct:Taps:631093,Mechanical,System Abbreviation,str
3_T5bNv6XAJPJSfD_AzAhO,IfcFlowSegment,Round Duct:Taps:631436,Mechanical,System Abbreviation,str
3N0jYBzwL4wx$15TeRgFrK,IfcFlowSegment,Round Duct:Taps:619214,Mechanical,System Abbreviation,str
0uBb5eWpXENhgCHv_vTMRj,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:609889,Mechanical,System Abbreviation,str
2K9v5OXDb8k8DU0QJkagab,IfcFlowSegment,Round Duct:Taps:623865,Mechanical,System Abbreviation,str
0uBb5eWpXENhgCHv_vTMQq,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:609848,Mechanical,System Abbreviation,str
15uZAUeUv0ShrxXNlJxaBq,IfcFlowSegment,Round Duct:Taps:639315,Mechanical,System Abbreviation,str
055y9VW_9CCQ1HSDb$ztwv,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:629542,Mechanical,System Abbreviation,str
2XNdKJ1v5Blv3TumHCF6so,IfcFlowSegment,Round Duct:Taps:632078,Mechanical,System Abbreviation,str
2XNdKJ1v5Blv3TumHCF6sG,IfcFlowSegment,Round Duct:Taps:632108,Mechanical,System Abbreviation,str
1VueUwnQjBMhnvJE48l1HS,IfcFlowSegment,Round Duct:Taps:631009,Mechanical,System Abbreviation,str
0uBb5eWpXENhgCHv_vTMLe,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:609764,Mechanical,System Abbreviation,str
3QEcR9eXrD3h9oSa2GYL$t,IfcFlowSegment,Round Duct:Taps:603915,Mechanical,System Abbreviation,str
1VueUwnQjBMhnvJE48l1HK,IfcFlowSegment,Round Duct:Taps:631017,Mechanical,System Abbreviation,str
0rcx3NRlHCjxDJbhLB_pzW,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:622842,Mechanical,System Abbreviation,str
35XeZ$id57SwwoNzWGXqnE,IfcFlowSegment,Round Duct:Taps:637782,Mechanical,System Abbreviation,str
2XNdKJ1v5Blv3TumHCF6s_,IfcFlowSegment,Round Duct:Taps:632066,Mechanical,System Abbreviation,str
327Nxi0Ef7nOVNqV7vBRXS,IfcFlowSegment,Round Duct:Taps:621738,Mechanical,System Abbreviation,str
1YDl3OXPT4SQGwqnRBMS$$,IfcFlowSegment,Round Duct:Taps:604634,Mechanical,System Abbreviation,str
3KfLR2xmTAA97Sm$xS1aWH,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:605783,Mechanical,System Abbreviation,str
1VueUwnQjBMhnvJE48l1G8,IfcFlowSegment,Round Duct:Taps:630965,Mechanical,System Abbreviation,str
0oI5laBlT31ekuzqXEIq0D,IfcFlowSegment,Round Duct:Taps:709956,Mechanical,System Abbreviation,str
0JI0reCsL3Cu2Zx6jg01S_,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:596020,Mechanical,System Abbreviation,str
3N0jYBzwL4wx$15TeRgFoo,IfcFlowSegment,Round Duct:Taps:619304,Mechanical,System Abbreviation,str
327Nxi0Ef7nOVNqV7vBRXf,IfcFlowSegment,Round Duct:Taps:621727,Mechanical,System Abbreviation,str
0xRvsonrf2sAjqECooHOVp,IfcFlowSegment,Round Duct:Taps:714817,Mechanical,System Abbreviation,str
17feEoBzz3lPZ8E5f8e9Ia,IfcFlowSegment,Round Duct:Circular duct:710842,Mechanical,System Abbreviation,str
2GNFiIY7PF$9tCs_U_rVaT,IfcFlowSegment,Round Duct:Taps:635840,Mechanical,System Abbreviation,str
2GNFiIY7PF$9tCs_U_rVaa,IfcFlowSegment,Round Duct:Taps:635897,Mechanical,System Abbreviation,str
3KfLR2xmTAA97Sm$xS1ZPE,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:606216,Mechanical,System Abbreviation,str
2XNdKJ1v5Blv3TumHCF6rc,IfcFlowSegment,Round Duct:Taps:632282,Mechanical,System Abbreviation,str
3N0jYBzwL4wx$15TeRgFo2,IfcFlowSegment,Round Duct:Taps:619288,Mechanical,System Abbreviation,str
2XNdKJ1v5Blv3TumHCF6tZ,IfcFlowSegment,Round Duct:Taps:632159,Mechanical,System Abbreviation,str
0JI0reCsL3Cu2Zx6jg01RL,IfcFlowSegment,Round Duct:Taps:596447,Mechanical,System Abbreviation,str
327Nxi0Ef7nOVNqV7vBRyN,IfcFlowSegment,Round Duct:Taps:621537,Mechanical,System Abbreviation,str
2zJ_TZ$gvEh9X4OTV4V5VH,IfcFlowSegment,Round Duct:Taps:604060,Mechanical,System Abbreviation,str
2GNFiIY7PF$9tCs_U_rVb8,IfcFlowSegment,Round Duct:Taps:635797,Mechanical,System Abbreviation,str
1VueUwnQjBMhnvJE48l1K$,IfcFlowSegment,Round Duct:Taps:631170,Mechanical,System Abbreviation,str
2XNdKJ1v5Blv3TumHCF6ne,IfcFlowSegment,Round Duct:Taps:632020,Mechanical,System Abbreviation,str
0sRgNlVwn0AvLCBk95r$Pn,IfcFlowSegment,Round Duct:Taps:633220,Mechanical,System Abbreviation,str
3rgppDncnDT8QcOwr0I0ma,IfcFlowSegment,Round Duct:Taps:605650,Mechanical,System Abbreviation,str
06gLECDe51gfJB1pC0Ghog,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:638264,Mechanical,System Abbreviation,str
2XNdKJ1v5Blv3TumHCF6sO,IfcFlowSegment,Round Duct:Taps:632100,Mechanical,System Abbreviation,str
2z5qu57LTEJxG43DMN4aox,IfcFlowSegment,Round Duct:Taps:605453,Mechanical,System Abbreviation,str
3QEcR9eXrD3h9oSa2GYLun,IfcFlowSegment,Round Duct:Taps:603853,Mechanical,System Abbreviation,str
2zJ_TZ$gvEh9X4OTV4V5Uo,IfcFlowSegment,Round Duct:Taps:604159,Mechanical,System Abbreviation,str
0rcx3NRlHCjxDJbhLB_py1,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:622747,Mechanical,System Abbreviation,str
1SoE5vbMX9Ffr5DDUaTjXL,IfcFlowSegment,Round Duct:Taps:605036,Mechanical,System Abbreviation,str
15uZAUeUv0ShrxXNlJxaBz,IfcFlowSegment,Round Duct:Taps:639322,Mechanical,System Abbreviation,str
0uBb5eWpXENhgCHv_vTMLi,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:609760,Mechanical,System Abbreviation,str
0rcx3NRlHCjxDJbhLB_pr_,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:623332,Mechanical,System Abbreviation,str
1VueUwnQjBMhnvJE48l1G0,IfcFlowSegment,Round Duct:Taps:630973,Mechanical,System Abbreviation,str
17feEoBzz3lPZ8E5f8e9IC,IfcFlowSegment,Round Duct:Circular duct:710802,Mechanical,System Abbreviation,str
35urAQ2xzE28F_hrP6Uo$v,IfcFlowSegment,Round Duct:Taps:709705,Mechanical,System Abbreviation,str
2GNFiIY7PF$9tCs_U_rVxS,IfcFlowSegment,Round Duct:Taps:635905,Mechanical,System Abbreviation,str
1GkzlmPcH0QOU$zSigxFNc,IfcFlowSegment,Round Duct:Taps:610956,Mechanical,System Abbreviation,str
0wzIuvhS5FcvYR2qwUq568,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:627198,Mechanical,System Abbreviation,str
2GNFiIY7PF$9tCs_U_rVxx,IfcFlowSegment,Round Duct:Taps:635942,Mechanical,System Abbreviation,str
3KfLR2xmTAA97Sm$xS1ZQk,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:606440,Mechanical,System Abbreviation,str
35urAQ2xzE28F_hrP6Uo$9,IfcFlowSegment,Round Duct:Taps:709753,Mechanical,System Abbreviation,str
0XMA$gDbrFHg1ouiPyqRuh,IfcFlowSegment,Round Duct:Taps:626617,Mechanical,System Abbreviation,str
2XNdKJ1v5Blv3TumHCF6qR,IfcFlowSegment,Round Duct:Taps:632231,Mechanical,System Abbreviation,str
17feEoBzz3lPZ8E5f8e9GA,IfcFlowSegment,Round Duct:Taps:710676,Mechanical,System Abbreviation,str
327Nxi0Ef7nOVNqV7vBRW2,IfcFlowSegment,Round Duct:Taps:621812,Mechanical,System Abbreviation,str
3rgppDncnDT8QcOwr0I0mt,IfcFlowSegment,Round Duct:Taps:605633,Mechanical,System Abbreviation,str
1wfdcWmo15UvE7ac1GxPHu,IfcFlowSegment,Round Duct:Taps:637813,Mechanical,System Abbreviation,str
1VueUwnQjBMhnvJE48l1Mk,IfcFlowSegment,Round Duct:Taps:631059,Mechanical,System Abbreviation,str
2K9v5OXDb8k8DU0QJkagZU,IfcFlowSegment,Round Duct:Taps:623874,Mechanical,System Abbreviation,str
3N0jYBzwL4wx$15TeRgFtJ,IfcFlowSegment,Round Duct:Taps:619081,Mechanical,System Abbreviation,str
055y9VW_9CCQ1HSDb$ztu_,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:629665,Mechanical,System Abbreviation,str
3CSAfi4Zn09exUD_brFZUv,IfcFlowSegment,Round Duct:Taps:620113,Mechanical,System Abbreviation,str
1YDl3OXPT4SQGwqnRBMS$2,IfcFlowSegment,Round Duct:Taps:604647,Mechanical,System Abbreviation,str
1o9xg7659EAwIy114fX_gY,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:597373,Mechanical,System Abbreviation,str
0uBb5eWpXENhgCHv_vTMOA,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:609926,Mechanical,System Abbreviation,str
1GkzlmPcH0QOU$zSigxFLC,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:610854,Mechanical,System Abbreviation,str
3Q25eoa7vEGxpQsSHVVMHe,IfcFlowSegment,Rectangular Duct:Radius Elbows / Tees:628544,Mechanical,System Abbreviation,str
2jgIc0Qiv6mgnxn7VATTsH,IfcFlowSegment,Round Duct:Taps:609534,Mechanical,System Abbreviation,str
0rcx3NRlHCjxDJbhLB_pzh,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:622833,Mechanical,System Abbreviation,str
1GkzlmPcH0QOU$zSigxFEU,IfcFlowSegment,Round Duct:Taps:611572,Mechanical,System Abbreviation,str
3KfLR2xmTAA97Sm$xS1aZd,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:605857,Mechanical,System Abbreviation,str
35urAQ2xzE28F_hrP6Uo$f,IfcFlowSegment,Round Duct:Taps:709721,Mechanical,System Abbreviation,str
3d3f988Fn2sgSIJAsSmVpn,IfcFlowSegment,Round Duct:Taps:640466,Mechanical,System Abbreviation,str
0uBb5eWpXENhgCHv_vTMQY,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:609838,Mechanical,System Abbreviation,str
1VueUwnQjBMhnvJE48l1NX,IfcFlowSegment,Round Duct:Taps:631132,Mechanical,System Abbreviation,str
3d3f988Fn2sgSIJAsSmVpx,IfcFlowSegment,Round Duct:Taps:640472,Mechanical,System Abbreviation,str
0IGipjjlvDxvBIBwCEG5SN,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:600903,Mechanical,System Abbreviation,str
3KfLR2xmTAA97Sm$xS1ac$,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:606201,Mechanical,System Abbreviation,str
0Uk_0$329EPPWa7jxMy2LZ,IfcFlowSegment,Round Duct:Taps:610561,Mechanical,System Abbreviation,str
2XNdKJ1v5Blv3TumHCF6rH,IfcFlowSegment,Round Duct:Taps:632301,Mechanical,System Abbreviation,str
2PY_k_9jPADhoS4eYctZAq,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:624490,Mechanical,System Abbreviation,str
3H7QHoW7P1Tfsfo7uGKMh_,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:626106,Mechanical,System Abbreviation,str
15jSW43751mw34rLydrgDm,IfcFlowSegment,Round Duct:Taps:723577,Mechanical,System Abbreviation,str
3a2ZesuUv1LByxghdI8Vxa,IfcFlowSegment,Round Duct:Taps:577094,Mechanical,System Abbreviation,str
06gLECDe51gfJB1pC0Ghus,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:638884,Mechanical,System Abbreviation,str
0Uk_0$329EPPWa7jxMy2LN,IfcFlowSegment,Round Duct:Taps:610613,Mechanical,System Abbreviation,str
3KfLR2xmTAA97Sm$xS1abn,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:606007,Mechanical,System Abbreviation,str
01tUihcqPE_8Wptph8g7UJ,IfcFlowSegment,Round Duct:Taps:640947,Mechanical,System Abbreviation,str
2uLsSqMUn7Quewr1qsVREf,IfcFlowSegment,Round Duct:Taps:636470,Mechanical,System Abbreviation,str
3_T5bNv6XAJPJSfD_AzAfX,IfcFlowSegment,Round Duct:Taps:631349,Mechanical,System Abbreviation,str
0xRvsonrf2sAjqECooHOTo,IfcFlowSegment,Round Duct:Taps:714944,Mechanical,System Abbreviation,str
3KfLR2xmTAA97Sm$xS1abl,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:605993,Mechanical,System Abbreviation,str
2UeQDOr5H2GveaT_zhQ_u6,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:713868,Mechanical,System Abbreviation,str
3PsgCtzZ18uBzRwpV9IJT6,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:726710,Mechanical,System Abbreviation,str
0hZd6ulczCueM2BbNb0M4o,IfcFlowSegment,Round Duct:Taps:640562,Mechanical,System Abbreviation,str
0uBb5eWpXENhgCHv_vTMRb,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:609897,Mechanical,System Abbreviation,str
1Npt9ChiL6ch3rF8xsgbA$,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:641937,Mechanical,System Abbreviation,str
0JI0reCsL3Cu2Zx6jg01SG,IfcFlowSegment,Round Duct:Taps:595994,Mechanical,System Abbreviation,str
1GkzlmPcH0QOU$zSigxFHF,IfcFlowSegment,Round Duct:Taps:611109,Mechanical,System Abbreviation,str
3P_IgBZvj44wQ797S6G0md,IfcFlowSegment,Round Duct:Circular duct:710474,Mechanical,System Abbreviation,str
327Nxi0Ef7nOVNqV7vBRyq,IfcFlowSegment,Round Duct:Taps:621506,Mechanical,System Abbreviation,str
1sY7J323HEgRSDB6KISyjJ,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:641757,Mechanical,System Abbreviation,str
3rgppDncnDT8QcOwr0I0mL,IfcFlowSegment,Round Duct:Taps:605667,Mechanical,System Abbreviation,str
2XNdKJ1v5Blv3TumHCF6t5,IfcFlowSegment,Round Duct:Taps:632185,Mechanical,System Abbreviation,str
15uZAUeUv0ShrxXNlJxaDC,IfcFlowSegment,Round Duct:Taps:639211,Mechanical,System Abbreviation,str
1VueUwnQjBMhnvJE48l1M6,IfcFlowSegment,Round Duct:Taps:631099,Mechanical,System Abbreviation,str
2PY_k_9jPADhoS4eYctZAa,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:624506,Mechanical,System Abbreviation,str
3KfLR2xmTAA97Sm$xS1aa7,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:606017,Mechanical,System Abbreviation,str
0hZd6ulczCueM2BbNb0M5L,IfcFlowSegment,Round Duct:Taps:640597,Mechanical,System Abbreviation,str
20zDumhCHBwBcFLOC5A4Yu,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:637188,Mechanical,System Abbreviation,str
106Rkf8yT8nhDn8quV40o5,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:599455,Mechanical,System Abbreviation,str
3t7zDbkZn2keDvQhH_ZnM0,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:718624,Mechanical,System Abbreviation,str
23z4C8XmPFJfvM1VkVYjhT,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:718380,Mechanical,System Abbreviation,str
2UeQDOr5H2GveaT_zhQ_kA,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:712960,Mechanical,System Abbreviation,str
06gLECDe51gfJB1pC0GhvY,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:638960,Mechanical,System Abbreviation,str
06gLECDe51gfJB1pC0Gho7,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:638229,Mechanical,System Abbreviation,str
1o9xg7659EAwIy114fX_ow,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:596837,Mechanical,System Abbreviation,str
1LjmpuUJ9En9lEdvTLiRMY,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:617164,Mechanical,System Abbreviation,str
29zlrModn8QxZ4$c6kbMUV,IfcFlowSegment,Rectangular Duct:Radius Elbows / Tees:576236,Mechanical,System Abbreviation,str
2WzPspHRfEKPwJyB55$NZE,IfcFlowSegment,Rectangular Duct:Radius Elbows / Tees:627570,Mechanical,System Abbreviation,str
2jgIc0Qiv6mgnxn7VATTh2,IfcFlowSegment,Round Duct:Taps:609197,Mechanical,System Abbreviation,str
2UeQDOr5H2GveaT_zhQ_fE,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:712900,Mechanical,System Abbreviation,str
1g9OLuC_bCgfhiDAcxyp7K,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:587880,Mechanical,System Abbreviation,str
2UeQDOr5H2GveaT_zhQ_ui,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:713894,Mechanical,System Abbreviation,str
1_al5DaEX3mhyXw6WHit9V,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:642611,Mechanical,System Abbreviation,str
327Nxi0Ef7nOVNqV7vBRtX,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:620823,Mechanical,System Abbreviation,str
3AmG2Hn4HB1OeFV1EZv7pD,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:645067,Mechanical,System Abbreviation,str
3AmG2Hn4HB1OeFV1EZv79E,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:645448,Mechanical,System Abbreviation,str
15uZAUeUv0ShrxXNlJxaEm,IfcFlowSegment,Rectangular Duct:Mitered Elbows / Taps:638999,Mechanical,System Abbreviation,str
0uBb5eWpXENhgCHv_vTMMc,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:609578,Mechanical,System Abbreviation,str
2BvSTJeZT91hJ39lAkGi2I,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:624763,Mechanical,System Abbreviation,str
1YDl3OXPT4SQGwqnRBMSzw,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:604511,Mechanical,System Abbreviation,str
23z4C8XmPFJfvM1VkVYjrw,IfcFlowSegment,Rectangular Duct:Radius Elbows / Taps:717195,Mechanical,System Abbreviation,str
